enterprise,record_num_mf_ctf,state_fips,cbsa_metro_code,county_fips,tract_2020,tract_minority_pct,tract_income_med,ami_local,tract_income_ratio,ami_hud,upb_acq,purpose_ctf,seller_type_mf_ctf,fed_guarantee_ctf,lien_status,ltv,same_year_acq,term_orig,units_num_cat,rate_orig,upb_orig,property_value,term_prepay_penalty,balloon,io,neg_am,non_amort_other,afford_units_pct,construct_method,tract_rural,county_lower_ms_delta,county_mid_appalachia,county_persistent_poverty,area_concentrated_poverty,area_high_opp,tract_colonias
2,20000797,48,21340,141,000404,91.10,26571,61466,0.4323,63100,2445000,1,1,1,1,46.91,1,60,4,6.910,2445000,5215000,36,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000798,06,31080,059,001604,56.44,171250,101056,1.6946,105700,23435000,7,3,1,1,42.00,1,84,5,7.186,23435000,55805000,12,1,1,9,9,100,1,0,0,0,0,0,0,0
2,20000799,18,26900,057,110405,22.64,79180,93688,0.8452,101200,25125000,7,3,1,1,60.53,1,120,5,5.610,25125000,41505000,114,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000800,37,39580,183,052812,37.96,122621,113293,1.0823,122300,26895000,7,1,1,1,62.98,1,60,5,5.460,26895000,42705000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000801,06,31080,059,075806,67.48,84362,101056,0.8348,105700,6405000,1,1,1,1,63.81,1,216,2,6.650,6405000,10045000,180,1,9,9,9,98,1,0,0,0,0,0,0,0
2,20000802,36,35620,047,113000,98.23,56486,113844,0.4962,119300,5675000,2,5,1,1,66.73,2,360,3,4.630,5675000,8505000,180,1,9,9,9,99,1,0,0,0,0,1,0,0
2,20000803,48,26420,201,334101,85.43,55942,92750,0.6032,95200,13445000,7,1,1,1,59.70,1,60,5,5.210,13445000,22525000,57,1,1,9,9,100,1,0,0,0,0,0,0,0
2,20000804,53,42660,033,009100,77.89,37155,127870,0.2906,136600,12515000,7,5,1,1,58.64,1,203,4,4.610,12515000,21355000,197,1,9,9,9,99,1,0,0,0,0,1,0,0
2,20000805,06,40140,065,051200,53.40,84706,90585,0.9351,97500,4585000,2,1,1,1,54.16,1,180,3,6.330,4585000,8475000,174,1,1,9,9,99,1,0,0,0,0,0,0,0
2,20000806,53,42660,033,030006,70.77,67656,127870,0.5291,136600,30225000,2,1,1,1,78.30,2,180,5,3.570,30505000,36205000,119,1,9,9,9,99,1,0,0,0,0,1,0,0
2,20000807,26,11460,161,406000,37.57,229018,118144,1.9385,119500,76705000,1,1,1,1,64.51,1,84,5,5.750,76705000,118905000,78,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000808,06,41940,085,501902,69.23,152669,172303,0.8861,180400,4065000,2,1,1,4,61.60,2,360,1,3.350,4065000,6565000,59,9,1,9,9,0,1,0,0,0,0,0,0,0
2,20000809,39,17140,061,000700,38.48,141513,97826,1.4466,103700,4655000,7,3,1,1,47.35,1,60,3,6.250,4655000,9845000,57,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000810,51,40060,760,070902,85.97,45025,104391,0.4313,110000,27955000,7,1,1,1,65.00,1,84,5,5.750,27955000,43005000,78,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000811,36,35620,005,040302,98.21,41047,113844,0.3606,119300,1805000,1,1,1,1,67.93,1,60,1,6.500,1805000,2655000,60,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000812,36,15380,029,010202,66.95,80375,90767,0.8855,96900,34125000,7,1,1,1,58.78,1,60,5,6.180,34125000,58055000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000813,48,26420,201,410201,37.73,163945,92750,1.7676,95200,65435000,2,1,1,1,63.52,1,60,5,5.190,65435000,103005000,57,1,1,9,9,50,1,0,0,0,0,0,1,0
2,20000814,08,19740,031,006814,51.78,64597,119980,0.5384,130400,72285000,7,3,1,1,63.97,1,84,5,6.556,72285000,113005000,12,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000815,06,31080,059,063905,37.92,129496,101056,1.2814,105700,21305000,7,1,1,1,52.56,1,120,4,7.960,21305000,40525000,6,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000816,18,14020,105,000402,23.82,79384,89082,0.8911,100900,8455000,7,1,1,1,35.36,1,60,5,5.530,8455000,23905000,36,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000817,48,26420,201,341001,58.02,102259,92750,1.1025,95200,46875000,7,1,1,1,69.24,1,60,5,4.830,46875000,67705000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000818,11,47900,001,008200,22.86,250001,144539,1.7296,152900,6285000,7,1,1,1,69.46,1,120,2,4.990,6285000,9055000,117,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000819,34,37980,005,702913,47.17,98021,108977,0.8995,114700,55305000,1,1,1,1,70.00,1,60,5,5.700,55305000,79005000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000820,18,21140,039,002900,30.48,72400,78757,0.9193,82000,20355000,2,1,1,1,66.53,1,120,5,4.280,20355000,30605000,114,1,9,9,9,20,1,0,0,0,0,1,0,0
2,20000821,18,26900,097,341904,75.03,93750,93688,1.0007,101200,27915000,1,1,1,1,59.90,1,60,5,5.760,27915000,46605000,48,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000822,08,17820,041,007700,26.44,108424,98394,1.1019,103700,1705000,1,1,1,1,50.09,1,60,1,6.850,1705000,3405000,36,1,9,9,9,0,1,0,0,0,0,0,0,0
2,20000823,06,41740,073,013203,93.34,51724,111734,0.4629,119500,11255000,2,1,1,1,60.00,1,60,3,5.200,11255000,18755000,54,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000824,06,42020,079,011202,24.01,157419,114196,1.3785,125600,9125000,1,1,1,1,50.43,1,60,2,6.200,9125000,18105000,57,1,1,9,9,15,1,0,0,0,0,1,0,0
2,20000825,29,28140,095,011702,31.94,42321,99766,0.4242,103000,1845000,7,1,1,1,68.30,1,120,2,6.290,1845000,2705000,117,1,1,9,9,3,1,0,0,0,0,1,0,0
2,20000826,51,47900,059,482506,69.78,97164,144539,0.6722,152900,22475000,2,1,1,1,58.90,1,201,4,3.710,22505000,38205000,195,1,9,9,9,100,1,0,0,0,0,0,0,0
2,20000827,21,31140,111,012105,25.58,74542,88819,0.8393,95900,13355000,7,1,1,1,59.61,1,84,5,6.619,13355000,22405000,12,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000828,35,10740,001,003739,48.32,99865,79295,1.2594,86400,36475000,7,1,1,1,70.00,1,60,5,4.930,36475000,52105000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000829,12,35840,081,001907,32.62,81433,91784,0.8872,97000,35985000,1,1,1,1,54.53,1,60,5,7.167,35985000,66005000,12,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000830,28,99999,057,950300,26.03,59301,68647,0.8639,72900,2255000,1,1,1,1,70.50,1,120,2,5.870,2255000,3205000,84,1,1,9,9,0,1,1,0,0,0,0,1,0
2,20000831,06,31080,037,602202,90.33,89083,101056,0.8815,105700,2665000,2,1,1,4,61.60,2,360,1,3.500,2925000,4185000,35,9,9,9,9,0,1,0,0,0,0,0,0,0
2,20000832,06,41860,001,423601,38.14,189348,154003,1.2295,166600,1695000,1,1,1,4,61.60,2,360,1,3.400,1825000,2805000,59,9,9,9,9,0,1,0,0,0,0,0,1,0
2,20000833,17,16980,031,062100,24.23,211000,106055,1.9895,109800,3825000,7,1,1,1,62.24,1,60,1,6.300,3825000,6155000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000834,17,16980,063,000200,18.71,122885,106055,1.1587,109800,5735000,7,1,1,1,69.94,1,60,3,6.170,5735000,8205000,36,1,9,9,9,0,1,1,0,0,0,0,1,0
2,20000835,36,35620,061,016500,22.65,250001,113844,2.1960,119300,38845000,2,1,1,1,80.08,1,360,3,4.330,38845000,48505000,180,1,9,9,9,99,1,0,0,0,0,0,1,0
2,20000836,06,31080,037,218702,92.04,54473,101056,0.5390,105700,2915000,2,1,1,1,59.39,1,60,1,6.480,2915000,4905000,60,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000837,18,26900,097,340500,70.13,55442,93688,0.5918,101200,21755000,1,1,1,1,55.92,1,60,5,5.760,21755000,38905000,48,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000838,37,16740,119,001504,87.33,50360,93744,0.5372,100300,18605000,1,3,1,4,71.48,2,216,5,3.700,18805000,26305000,216,1,9,9,9,51,1,0,0,0,0,1,0,0
2,20000839,16,17660,055,000401,13.42,72622,84489,0.8595,97300,3115000,1,1,1,1,63.59,1,120,3,5.630,3115000,4905000,114,1,1,9,9,89,1,0,0,0,0,0,0,0
2,20000840,20,28140,091,053502,47.15,47935,99766,0.4805,103000,12955000,7,1,1,1,64.44,2,84,5,6.280,12955000,20105000,78,1,1,9,9,99,1,0,0,0,0,1,0,0
2,20000841,47,28700,073,050601,10.13,90250,70079,1.2878,70300,10225000,7,1,1,1,70.00,1,60,3,5.670,10225000,14605000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000842,12,36740,117,021706,47.87,93274,83343,1.1192,90400,38895000,7,3,1,1,58.92,1,84,5,5.240,38895000,66005000,78,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000843,36,48060,045,061600,18.30,87237,76693,1.1375,73100,57335000,7,1,1,1,70.00,1,60,5,5.560,57335000,81905000,57,1,1,9,9,0,1,1,0,0,0,0,0,0
2,20000844,12,33100,011,110337,90.48,66579,80554,0.8265,87600,47485000,1,1,1,1,62.94,1,60,5,6.270,47485000,75455000,36,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000845,48,26420,201,541301,83.63,86683,92750,0.9346,95200,24235000,7,1,1,1,60.44,1,120,5,5.810,24235000,40105000,114,1,1,9,9,50,1,0,0,0,0,0,0,0
2,20000846,08,19740,001,009606,72.14,80667,119980,0.6723,130400,1795000,1,1,1,1,51.91,1,60,1,5.810,1795000,3455000,36,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000847,37,16740,071,032802,46.33,70200,93744,0.7489,100300,2945000,2,3,1,4,71.10,2,184,3,.159,3005000,999999999,0,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000848,45,24860,045,001204,39.13,73712,82045,0.8984,84700,36505000,7,1,1,1,70.35,1,60,5,5.100,36505000,51905000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000849,48,12420,491,020406,49.54,69963,115204,0.6073,126000,52525000,1,1,1,1,75.00,1,60,5,5.530,52525000,70035000,57,1,1,9,9,50,1,0,0,0,0,0,0,0
2,20000850,37,39580,183,052603,11.38,233920,113293,2.0647,122300,23825000,7,1,1,1,54.02,1,60,5,5.910,23825000,44105000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000851,41,38900,051,001102,24.84,181625,110489,1.6438,116900,3045000,2,5,1,1,62.12,1,120,1,5.110,3045000,4905000,117,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000852,09,35300,170,154102,71.13,74782,105763,0.7071,110400,4475000,1,1,1,1,76.20,1,120,2,5.800,4475000,5875000,84,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000853,48,19100,439,106518,75.96,62690,99957,0.6272,107300,14135000,7,3,1,1,55.00,1,84,5,5.939,14135000,25705000,12,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000854,51,47900,153,900701,82.65,101091,144539,0.6994,152900,93195000,7,1,1,1,68.03,1,120,5,4.900,93195000,137005000,114,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000855,39,45780,095,002100,54.44,70109,81518,0.8600,87700,9805000,2,1,1,1,70.00,1,120,5,5.530,9805000,14005000,114,1,1,9,9,100,1,0,0,0,0,1,0,0
2,20000856,24,37980,015,030503,30.12,74354,108977,0.6823,114700,4735000,2,1,1,1,78.09,1,204,3,4.740,4735000,6065000,180,1,1,9,9,90,1,0,0,0,0,0,0,0
2,20000857,01,13820,117,030221,31.24,147159,87341,1.6849,94200,35915000,2,1,1,1,52.13,1,84,5,6.679,35915000,68905000,12,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000858,39,15940,151,700200,43.12,26154,79886,0.3274,85500,11795000,1,1,1,1,54.36,1,204,5,6.160,11795000,21705000,198,1,9,9,9,99,1,0,0,0,0,1,0,0
2,20000859,17,16980,031,430102,97.52,66556,106055,0.6276,109800,1865000,7,1,1,1,75.00,1,84,1,6.710,1865000,2485000,84,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000860,34,35620,013,018900,95.95,58415,113844,0.5131,119300,24915000,7,1,1,1,60.02,1,60,4,5.820,24915000,41505000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000861,18,21780,163,001800,22.55,113750,82873,1.3726,81400,23565000,1,1,1,1,64.11,1,60,5,6.090,23565000,36755000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000862,48,19100,121,021532,49.01,93262,99957,0.9330,107300,39995000,7,1,1,1,64.20,1,60,5,5.080,39995000,62305000,36,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000863,39,17410,035,197900,65.62,33958,90488,0.3753,97200,6085000,2,3,1,1,87.04,1,204,3,4.330,6095000,7005000,180,1,9,9,9,90,1,0,0,0,0,1,0,0
2,20000864,06,31080,037,208401,96.63,47500,101056,0.4700,105700,3655000,1,5,1,1,58.03,1,84,2,6.890,3655000,6295000,84,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000865,48,28660,027,021501,60.68,57708,75208,0.7673,75800,19225000,1,1,1,1,70.41,1,204,5,5.920,19225000,27305000,198,1,9,9,9,100,1,0,0,0,0,0,0,0
2,20000866,06,31080,037,302401,52.62,55100,101056,0.5452,105700,3455000,2,1,1,4,61.60,2,360,1,3.250,3455000,5755000,59,9,1,9,9,0,1,0,0,0,0,0,0,0
2,20000867,39,17140,061,027000,89.05,28696,97826,0.2933,103700,2005000,1,1,1,1,72.99,1,120,2,6.610,2005000,2745000,117,1,9,9,9,0,1,0,0,0,0,1,0,0
2,20000868,49,36260,011,126406,21.13,95399,102427,0.9314,109800,1475000,2,1,1,1,62.29,1,84,1,5.920,1475000,2365000,84,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000869,12,48680,119,910100,32.88,81382,82977,0.9808,88300,37505000,1,1,1,1,60.19,1,66,5,5.090,37505000,62305000,63,1,1,9,9,0,1,1,0,0,0,0,0,0
2,20000870,27,33460,163,071019,27.78,191861,119274,1.6086,123700,38965000,2,1,1,1,87.45,1,180,5,3.880,38965000,44555000,174,1,1,9,9,100,1,0,0,0,0,0,0,0
2,20000871,17,16980,031,770201,32.76,98869,106055,0.9322,109800,22885000,2,1,1,1,65.00,1,60,5,5.930,22885000,35205000,36,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000872,06,32900,047,001601,92.99,37470,70798,0.5293,78500,5385000,1,1,1,1,59.39,1,60,4,5.580,5385000,9065000,36,1,1,9,9,98,1,0,0,0,0,1,0,0
2,20000873,12,36740,117,021708,50.41,105949,83343,1.2712,90400,108795000,7,5,1,1,63.96,1,120,5,5.490,108795000,170105000,114,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000874,04,38060,013,092720,62.89,74968,93191,0.8045,101300,60905000,2,1,1,1,67.00,1,60,5,5.230,60905000,90905000,57,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000875,17,16980,031,040401,30.94,115133,106055,1.0856,109800,1945000,2,1,1,1,62.21,1,60,1,6.010,1945000,3125000,57,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000876,04,38060,013,108602,54.87,76500,93191,0.8209,101300,39375000,2,1,1,4,78.30,2,187,5,3.440,42005000,52305000,120,1,9,9,9,100,1,0,0,0,0,0,0,0
2,20000877,53,99999,025,011102,46.46,49867,82373,0.6054,90000,7265000,1,1,1,1,59.04,1,120,3,5.500,7265000,12305000,114,1,1,9,9,100,1,1,0,0,0,0,0,0
2,20000878,48,19100,121,021100,44.20,80917,99957,0.8095,107300,27365000,7,1,1,1,65.16,1,120,5,5.330,27365000,42005000,114,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000879,36,35620,081,103202,57.05,86631,113844,0.7610,119300,10405000,2,1,1,1,46.22,1,360,4,5.520,10405000,22505000,180,1,9,9,9,99,1,0,0,0,0,0,0,0
2,20000880,04,38060,013,104207,35.05,77364,93191,0.8302,101300,20505000,7,1,1,1,46.28,1,84,5,5.160,20505000,44305000,60,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000881,13,12060,045,911001,29.67,106116,98569,1.0766,106100,4445000,1,1,1,1,72.90,1,84,3,5.770,4445000,6105000,60,1,1,9,9,99,1,1,0,0,0,0,0,0
2,20000882,48,12420,209,010307,60.63,31359,115204,0.2722,126000,31055000,1,1,1,1,58.70,1,60,5,5.700,31055000,52905000,54,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000883,13,12060,089,021914,81.83,59213,98569,0.6007,106100,8355000,2,5,1,1,64.23,1,174,4,3.940,8355000,13005000,168,1,1,9,9,100,1,0,0,0,0,1,0,0
2,20000884,21,30460,067,001900,50.17,25595,89904,0.2847,95200,30805000,1,1,1,1,66.38,1,60,5,5.210,30805000,46405000,57,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000885,06,41860,001,420200,63.36,157019,154003,1.0196,166600,3425000,7,1,1,4,61.60,2,360,1,3.300,3755000,5205000,47,9,9,9,9,0,1,0,0,0,0,0,1,0
2,20000886,48,26420,201,510601,48.67,156667,92750,1.6891,95200,38825000,2,1,1,1,60.29,1,120,5,5.450,38825000,64405000,114,1,1,9,9,50,1,0,0,0,0,0,1,0
2,20000887,12,36740,095,017023,56.00,53118,83343,0.6373,90400,56225000,7,3,1,1,60.00,1,84,5,5.939,56225000,93705000,12,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000888,47,34980,149,041700,35.36,60843,96905,0.6279,104700,16445000,1,1,1,1,64.96,1,60,5,5.960,16445000,25305000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000889,05,99999,139,950900,74.84,32962,64484,0.5112,68500,1115000,7,1,1,1,68.23,1,180,3,6.360,1115000,1645000,174,1,9,9,9,99,1,1,1,0,0,1,0,0
2,20000890,37,39580,183,053112,29.67,122328,113293,1.0798,122300,39995000,7,3,1,1,62.30,1,120,5,5.030,39995000,64205000,114,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000891,04,38060,013,107202,86.35,57188,93191,0.6137,101300,2845000,2,1,1,1,66.05,1,84,1,4.930,2845000,4305000,84,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000892,12,33100,086,000720,96.07,65032,80554,0.8073,87600,6545000,7,1,1,1,55.00,1,60,3,7.060,6545000,11905000,60,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000893,48,19100,439,106514,77.06,98167,99957,0.9821,107300,24625000,7,3,1,1,62.97,1,84,5,5.756,24625000,39105000,12,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000894,13,12060,067,030344,75.99,57763,98569,0.5860,106100,15005000,1,1,1,1,75.00,1,60,4,5.200,15005000,20005000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000895,42,99999,085,033200,48.18,21055,76303,0.2759,77300,18235000,1,5,1,4,107.02,2,203,4,5.200,18305000,17105000,118,1,9,9,9,100,1,0,0,0,0,1,0,0
2,20000896,04,38060,013,421501,70.88,42885,93191,0.4602,101300,1385000,7,1,1,1,60.39,1,84,1,5.940,1385000,2305000,84,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000897,45,16700,019,001902,20.28,106705,96573,1.1049,105100,18985000,1,1,1,1,65.00,1,84,4,5.950,18985000,29205000,78,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000898,42,37980,017,100811,41.54,95929,108977,0.8803,114700,24835000,1,1,1,1,75.00,1,60,5,5.530,24835000,33115000,57,1,1,9,9,100,1,0,0,0,0,0,1,0
2,20000899,36,35620,005,042100,92.37,44759,113844,0.3932,119300,1785000,1,1,1,1,63.75,2,60,2,6.500,1785000,2805000,60,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000900,19,19780,153,004702,43.44,44427,102398,0.4339,111800,17275000,1,5,1,1,67.47,1,84,5,5.450,17275000,25605000,78,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000901,39,18140,045,032703,71.45,86250,97262,0.8868,103300,22945000,7,3,1,1,65.00,1,60,5,5.970,22945000,35305000,36,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000902,04,29420,015,951401,23.79,91806,64283,1.4282,68200,17965000,2,1,1,1,68.03,1,120,5,5.520,17965000,26405000,114,1,1,9,9,0,1,1,0,0,0,0,0,0
2,20000903,53,42660,053,073122,39.23,123384,127870,0.9649,136600,18015000,2,1,1,1,62.67,1,60,3,5.550,18015000,28755000,57,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000904,12,19660,127,092500,42.12,71831,77045,0.9323,83900,18805000,1,1,1,1,80.00,1,84,5,5.820,18805000,23505000,60,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000905,42,37980,091,201706,26.33,130192,108977,1.1947,114700,4865000,7,1,1,1,70.00,1,84,2,5.400,4865000,6955000,84,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000906,18,26900,011,810601,15.73,121684,93688,1.2988,101200,27505000,2,3,1,1,86.75,1,205,5,4.390,27505000,31705000,199,1,1,9,9,100,1,1,0,0,0,0,1,0
2,20000907,18,26900,097,320400,40.98,84632,93688,0.9033,101200,26005000,7,5,1,1,66.00,1,24,5,6.000,26005000,41205000,9,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000908,12,45300,057,012103,70.19,64022,84454,0.7581,92000,26735000,2,3,1,1,61.60,1,84,5,5.756,26735000,43405000,12,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000909,48,26420,339,693102,64.90,80221,92750,0.8649,95200,1315000,7,1,1,1,69.05,1,84,1,5.940,1315000,1905000,84,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000910,53,42660,053,073301,31.33,82734,127870,0.6470,136600,1155000,1,1,1,1,56.84,1,60,1,6.690,1155000,2025000,36,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000911,28,25060,047,003311,30.14,65292,72242,0.9038,76800,56215000,7,1,1,1,62.95,2,84,5,5.640,56215000,89305000,78,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000912,17,16980,031,824800,85.00,70114,106055,0.6611,109800,1625000,7,1,1,1,75.00,1,60,2,5.760,1625000,2165000,60,1,9,9,9,0,1,0,0,0,0,1,0,0
2,20000913,13,99999,031,110500,30.40,68405,72633,0.9418,71200,46885000,7,1,1,1,61.60,2,60,5,6.090,46885000,76105000,54,1,1,9,9,0,1,1,0,0,1,0,0,0
2,20000914,34,35620,029,723100,24.05,137273,113844,1.2058,119300,21625000,2,1,1,1,68.42,1,120,4,5.350,21625000,31605000,114,1,1,9,9,99,1,0,0,0,0,0,0,0
2,20000915,17,16980,031,210602,67.50,95972,106055,0.9049,109800,1915000,7,1,1,1,69.84,1,60,1,5.440,1915000,2735000,36,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000916,48,19100,085,031412,33.71,121806,99957,1.2186,107300,32545000,1,1,1,1,52.15,1,84,5,5.540,32545000,62405000,60,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000917,06,31080,037,302504,45.58,54300,101056,0.5373,105700,3185000,7,1,1,4,61.60,2,360,1,3.150,3215000,4905000,47,9,1,9,9,0,1,0,0,0,0,1,0,0
2,20000918,36,35620,059,416702,21.60,141218,113844,1.2405,119300,3795000,7,1,1,1,59.31,1,60,2,6.950,3795000,6405000,36,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000919,06,31080,037,211410,92.83,53393,101056,0.5284,105700,1855000,7,1,1,4,61.60,2,360,1,3.400,1855000,3405000,59,9,1,9,9,0,1,0,0,0,0,0,1,0
2,20000920,06,41860,075,030301,55.58,215417,154003,1.3988,166600,1195000,2,1,1,1,57.64,1,84,1,5.340,1195000,2085000,84,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000921,12,36740,095,017302,54.06,57659,83343,0.6918,90400,8745000,7,1,1,1,71.66,1,60,2,5.560,8745000,12205000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000922,45,16700,019,003113,64.20,59188,96573,0.6129,105100,42005000,1,1,1,1,70.00,1,84,5,5.390,42005000,60005000,78,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000923,04,38060,013,108501,45.82,74394,93191,0.7983,101300,3195000,7,1,1,1,61.35,1,84,1,6.270,3195000,5205000,84,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000924,41,38900,067,030600,24.53,120926,110489,1.0945,116900,4665000,7,1,1,1,63.61,1,60,2,5.940,4665000,7345000,60,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000925,48,12420,453,001503,40.48,97321,115204,0.8448,126000,3705000,7,1,1,1,66.18,1,60,2,5.180,3705000,5605000,36,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000926,06,47300,107,004103,90.49,49489,67525,0.7329,72000,3545000,1,1,1,1,57.15,1,60,3,5.580,3545000,6205000,36,1,1,9,9,99,1,0,0,0,0,0,0,0
2,20000927,47,28940,093,004900,18.43,79792,84160,0.9481,89000,60245000,7,1,1,1,63.75,1,60,5,5.530,60245000,94505000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000928,24,12580,510,020300,27.75,164792,118479,1.3909,122200,55305000,1,1,1,1,70.00,1,60,5,5.470,55305000,79005000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000929,34,12100,001,012801,32.78,82222,91891,0.8948,100500,12745000,2,1,1,1,70.00,1,60,4,5.550,12745000,18205000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000930,45,16700,019,002612,46.82,74356,96573,0.7700,105100,32635000,7,1,1,1,65.00,1,60,5,5.290,32635000,50205000,57,1,1,9,9,75,1,0,0,0,0,0,0,0
2,20000931,08,19740,005,005552,52.91,56053,119980,0.4672,130400,3235000,1,1,1,1,63.39,1,60,2,5.320,3235000,5105000,60,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000932,18,26900,097,320902,73.23,63601,93688,0.6789,101200,29515000,2,1,1,1,58.55,1,60,5,5.060,29515000,50405000,57,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000933,04,22380,005,000200,29.46,123700,86862,1.4241,85900,4975000,2,3,1,4,71.10,2,196,3,4.350,5025000,8195000,0,1,9,9,9,88,1,0,0,0,0,1,1,0
2,20000934,25,14460,017,354000,34.87,227361,134646,1.6886,142000,13135000,7,1,1,1,53.60,1,60,2,6.000,13135000,24505000,57,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000935,06,31080,037,620521,55.27,137334,101056,1.3590,105700,1785000,2,1,1,4,61.60,2,360,1,3.300,1935000,3805000,59,9,9,9,9,0,1,0,0,0,0,0,1,0
2,20000936,48,19100,085,031672,56.74,96445,99957,0.9649,107300,65625000,1,1,1,1,62.86,1,60,5,5.730,65625000,104405000,57,1,1,9,9,0,1,0,0,0,0,0,1,0
2,20000937,39,18140,049,007115,66.56,75210,97262,0.7733,103300,21615000,7,1,1,1,68.39,1,60,5,4.970,21615000,31605000,57,1,1,9,9,0,1,0,0,0,0,1,0,0
2,20000938,29,41180,183,311124,21.43,135580,97901,1.3849,103200,51225000,1,1,1,1,71.95,1,84,5,5.560,51225000,71205000,78,1,1,9,9,0,1,0,0,0,0,0,0,0
2,20000939,17,16980,031,030200,32.27,176100,106055,1.6605,109800,2605000,7,1,1,1,49.64,1,60,2,6.250,2605000,5255000,36,1,1,9,9,0,1,0,0,0,0,0,0,0
